y,u_centreline
-0,0
0.02,0.03
0.04,0.06
0.06,0.1
0.07,0.1
0.09,0.2
0.1,0.2
0.1,0.2
0.1,0.3
0.1,0.3
0.2,0.3
0.2,0.4
0.2,0.4
0.2,0.4
0.2,0.5
0.2,0.5
0.2,0.5
0.2,0.5
0.2,0.6
0.2,0.6
0.1,0.6
0.1,0.7
0.07,0.7
0.02,0.7
-0.03,0.8
-0.1,0.8
-0.2,0.8
-0.3,0.9
-0.4,0.9
-0.6,0.9
-0.8,1
-1,1
