u_centreline,y
0.0,0.0
-0.030190956358466213,0.05
-0.0526293786772243,0.1
-0.07299535776683577,0.15000000000000002
-0.09270244001934706,0.2
-0.11242559768618565,0.25
-0.13207834258563628,0.30000000000000004
-0.15078525119554645,0.35000000000000003
-0.1669370295210331,0.4
-0.1783882518208914,0.45
-0.18280633767583693,0.5
-0.1781079199510344,0.55
-0.16283603459277105,0.6000000000000001
-0.13625385947136265,0.65
-0.09786814697778537,0.7000000000000001
-0.04601414394226932,0.75
0.025033412058830425,0.8
0.12991199347628848,0.8500000000000001
0.29729625101717005,0.9
0.5653541201216271,0.9500000000000001
1.0,1.0
