u_centreline,y
0.0,0.0
-0.028037960503817676,0.015873015873015872
-0.05205097959934672,0.031746031746031744
-0.073887449256828,0.047619047619047616
-0.09388724611325758,0.06349206349206349
-0.11232198628269492,0.07936507936507936
-0.12939026447424967,0.09523809523809523
-0.1452079712936702,0.1111111111111111
-0.15980455847787933,0.12698412698412698
-0.1731302069515507,0.14285714285714285
-0.18507274417839364,0.15873015873015872
-0.19547978327646293,0.1746031746031746
-0.20418150198910068,0.19047619047619047
-0.21101130357634207,0.20634920634920634
-0.2158234602446011,0.2222222222222222
-0.21850774804207526,0.23809523809523808
-0.21900108338247598,0.25396825396825395
-0.21729580777712196,0.2698412698412698
-0.21344403292003547,0.2857142857142857
-0.20755756312022564,0.30158730158730157
-0.19980331445568225,0.31746031746031744
-0.19039468647447716,0.3333333333333333
-0.17957983926793833,0.3492063492063492
-0.16762816207853806,0.36507936507936506
-0.15481633207695344,0.38095238095238093
-0.1414152577221797,0.3968253968253968
-0.1276789291115693,0.4126984126984127
-0.11383583068359723,0.42857142857142855
-0.10008318563864269,0.4444444444444444
-0.0865839596182659,0.4603174603174603
-0.07346629418002702,0.47619047619047616
-0.060824884400672366,0.49206349206349204
-0.04872375456555063,0.5079365079365079
-0.037199902502640304,0.5238095238095237
-0.026267351680359464,0.5396825396825397
-0.015921245928669763,0.5555555555555556
-0.006141724122347756,0.5714285714285714
0.0031025929524612058,0.5873015873015872
0.011851592336215324,0.6031746031746031
0.020151164359909803,0.6190476190476191
0.02805119286958615,0.6349206349206349
0.03560400761976997,0.6507936507936507
0.04286326243189328,0.6666666666666666
0.04988321866863503,0.6825396825396826
0.05671845685569978,0.6984126984126984
0.06342412797771523,0.7142857142857142
0.07005702711935186,0.7301587301587301
0.07667809558901588,0.746031746031746
0.08335755708882248,0.7619047619047619
0.09018497265307057,0.7777777777777777
0.09728836223781338,0.7936507936507936
0.10486957220806366,0.8095238095238095
0.113267588705394,0.8253968253968254
0.12306734160568138,0.8412698412698412
0.13527710208750215,0.8571428571428571
0.15159799604325158,0.873015873015873
0.17479361123605314,0.8888888888888888
0.2091166434504596,0.9047619047619047
0.2606360016122238,0.9206349206349206
0.3371128505867662,0.9365079365079365
0.4468351580808704,0.9523809523809523
0.5957246080559206,0.9682539682539681
0.7825053541307505,0.9841269841269841
1.0,1.0
