u_centreline,y
0.0,0.0
-0.07986573040868619,0.015873015873015872
-0.1361189188452815,0.031746031746031744
-0.1747874286646242,0.047619047619047616
-0.19713879444974747,0.06349206349206349
-0.20676512218861806,0.07936507936507936
-0.20762694900999645,0.09523809523809523
-0.2027752339955779,0.1111111111111111
-0.19419922800488051,0.12698412698412698
-0.18316451656079735,0.14285714285714285
-0.17053796493246964,0.15873015873015872
-0.1569720842069645,0.1746031746031746
-0.14298600845925039,0.19047619047619047
-0.12899610601372774,0.20634920634920634
-0.11532792323522786,0.2222222222222222
-0.10222371248115182,0.23809523809523808
-0.08985065211489367,0.25396825396825395
-0.07831080483776535,0.2698412698412698
-0.06765228437305573,0.2857142857142857
-0.05788067400168161,0.30158730158730157
-0.04896982235833635,0.31746031746031744
-0.040871410392251485,0.3333333333333333
-0.033522974398323344,0.3492063492063492
-0.02685430879905216,0.36507936507936506
-0.020792336545003974,0.38095238095238093
-0.01526462979216224,0.3968253968253968
-0.010201804989930134,0.4126984126984127
-0.0055390219999782615,0.42857142857142855
-0.0012168006591062276,0.4444444444444444
0.0028186594077327554,0.4603174603174603
0.0066155020849164095,0.47619047619047616
0.010216459940600489,0.49206349206349204
0.013659230085143153,0.5079365079365079
0.016976915753191418,0.5238095238095237
0.020198490432914974,0.5396825396825397
0.02334925861379105,0.5555555555555556
0.026451300215490116,0.5714285714285714
0.029523894990559726,0.5873015873015872
0.032583929260439744,0.6031746031746031
0.035646290869150915,0.6190476190476191
0.03872425982016743,0.6349206349206349
0.04182990225555533,0.6507936507936507
0.04497447475446119,0.6666666666666666
0.04816884484727122,0.6825396825396826
0.05142393262032579,0.6984126984126984
0.054751177796847156,0.7142857142857142
0.058163037316736325,0.7301587301587301
0.06167352132725836,0.746031746031746
0.06529878391814074,0.7619047619047619
0.06905781054266702,0.7777777777777777
0.07297332970455611,0.7936507936507936
0.07707337509053913,0.8095238095238095
0.0813949516537339,0.8253968253968254
0.08599462506122504,0.8412698412698412
0.09098109677889474,0.8571428571428571
0.09661307998257529,0.873015873015873
0.10357413580741952,0.8888888888888888
0.11367267842485887,0.9047619047619047
0.13140645927149605,0.9206349206349206
0.16686139362414656,0.9365079365079365
0.23955751709817677,0.9523809523809523
0.3797888116915572,0.9682539682539681
0.6186106651419283,0.9841269841269841
1.0,1.0
