y,u_centreline
1,1
0.9,0.5
0.9,0.2
0.8,0.06
0.8,-0.05
0.8,-0.1
0.7,-0.1
0.6,-0.1
0.6,-0.1
0.6,-0.1
0.5,-0.1
0.4,-0.1
0.4,-0.09
0.3,-0.08
0.3,-0.07
0.2,-0.06
0.2,-0.05
0.1,-0.04
0.1,-0.03
0.05,-0.02
0,0
