y,u_centreline
1,1
1,0.5
0.9,0.3
0.9,0.1
0.9,0.02
0.8,-0.03
0.8,-0.07
0.8,-0.1
0.7,-0.1
0.7,-0.2
0.7,-0.2
0.6,-0.3
0.6,-0.3
0.6,-0.3
0.5,-0.3
0.5,-0.3
0.5,-0.3
0.5,-0.3
0.4,-0.3
0.4,-0.2
0.4,-0.2
0.3,-0.2
0.3,-0.1
0.3,-0.1
0.2,-0.08
0.2,-0.06
0.2,-0.05
0.1,-0.03
0.1,-0.02
0.06,-0.01
0.03,-0.007
0,0
